"id_reporte","id_servicio","id_tipo_servicio","reporte","calle","numero","id_colonia","codigo_postal","latitud","longitud","prioridad","status","creado"
"41799","1","2","ciudadana reporta 1 lampara apagada por la calle torrence entre c. cabina y c. laguna frac los angeles","torrence","3072",NULL,,"24.8472072","-107.3623551","NORMAL","ASIGNADO","2017-01-20 10:47:55"
"41800","1","2","ciudadana reporta 1 lampara apagada por la calle lopez rayon esquina con calle reinaldo gonzales col tierra blanca","lopez rayon","1595",NULL,,"24.8216803","-107.3990326","NORMAL","ASIGNADO","2017-01-20 10:54:48"
"41801","7","32","CIUDADANO SOLICITA LIMPIEZA DEL PARQUE YA QUE SE ENCUENTRA LLENO DE MALEZA UBICADO POR LA CALLE JUAN DE LA CABADA  Y JOSE MARIA PATONI, COL. 5 DE FEBRERO","JUAN RULFO",,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 10:54:51"
"41802","7","32","CIUDADANO SOLICITA LIMPIEZA DE LA CANCHA DE USOS MULTIPLES, UBICADO POR LA CALLE TIERRA Y LIBERTAD ENTRE LAS CALLES JUAN DE LA CABADA Y LUIS DE LA MORA, COL. 5 DE FEBRERO","TIERRA Y LIBERTAD",,NULL,"80247","24.7893451","-107.35897560000001","NORMAL","ASIGNADO","2017-01-20 10:59:11"
"41803","1","2","ciudadano reporta 1 lampara apagada por la calle francisco marquez num 1733 entre calle primera y calle segunda col tierra blanca","francisco marquez","1733",NULL,,"24.8230698","-107.39390800000001","NORMAL","ASIGNADO","2017-01-20 11:01:41"
"41804","1","2","ciudadana reporta 13 lamparas apagadas por la calle carlos lineo entre blvrd universitarios y josefa ortiz de dominguez col tierra blanca","reynaldo gonzales","118",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 11:06:16"
"41805","8","36","se reporta a domicilio en construccion, al parecer una clinica de recuperacion de personas post-operadas, lo cual provoco la inconformidad de los vecinos, ya que no cuenta con estacionamiento, ni permiso, esto por la calle privada villa dorada 2 num 1702 entre isla del socorro y blvd eldorado entrando por isla de lobos col las quintas",,,NULL,"80060","24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 11:11:47"
"41806","8","37","ciudadana reporta a comerciante  (tacos de cabeza) que le coloca la basura de su negocio frente al suyo que es de colchas bianey, lo cual origina mal olor, animales y la calle sucial, por la calle deciderio ochoa s/n entre morelos y matamoros col centro sindicatura eldorado","deciderio ochoa s/n","00",NULL,,"24.8010352","-107.34959979999996","NORMAL","ASIGNADO","2017-01-20 11:19:28"
"41807","1","2","CIUDADANO REPORTA CUATRO LAMPARAS APAGADAS  UNA POR LA CALLE CONVENCION DE APATZINGAN  ENTRE LAS CALLES LUIS DE LA MORA Y EL ARROYO DOS, OTRA MAS POR LA PRIV. PLAN DE AYALA ESQUINA CON LA CALLE JUAN RULFO, Y LA OTRA POR  LA CALSLE TIERRA Y LIBERTAD ENTRE JUAN RULFO Y ARROYO UNO Y LA OTRA PORALA PABLO MORENO ENTRE JUAN RULFO Y EL ARROYO, COL. 5 DE FEBRERO.","JUAN RULFO",,NULL,"80247","24.7973957","-107.35091469999998","NORMAL","ASIGNADO","2017-01-20 11:20:20"
"41808","8","36","se reporta a lavado de carros por poner carros en espera para ser lavados sobre la banqueta obstruyendo el paso al peatón, viéndose obligados a caminar por la calle en el mismo sentido que el automóvil y no pueden ver si viene carro, poniendo en riesgo su integridad física por la calle obregon equina con rio humaya",,,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 11:27:50"
"41809","2","6","LA CIUDADANA REPORTA QUE TIENE DOS SEMANAS QUE NO PASA EL CAMION RECOLECTOR POR SU DOMICILIO.","CIMA DEL EVEREST","4039",NULL,,"24.8038725","-107.43992539999999","NORMAL","ASIGNADO","2017-01-20 11:47:08"
"41810","1","2","CUIDADANO REPORTA UNA LAMPARA QUE PREDNE Y APAGA POR LA CALLE LUIS DE LA TORRES ESQUINA CON LA CALLE JUAN DE LA BARRERA, COL. CHAPULTEC.","LUIS DE LA TORRE","73",NULL,"80040","24.8183096","-107.39213910000001","NORMAL","ASIGNADO","2017-01-20 11:54:43"
"41811","1","2","CIUDADANA REPORTA  UNA LAMPARA APAGADA POR LA CALLE DEL MAIZ  ENTRE LAS CALLES SORGO Y ALGODON, POSTE # 821730,  COL. FLORES MAGON.","DEL MAIZ","199",NULL,,"24.809399","-107.41411740000001","NORMAL","ASIGNADO","2017-01-20 12:05:33"
"41812","2","6","DESDE EL LUNES NO PASA EL CAMION RECOLECTOR Y HAY MUCHA BASURA ACUMULADA","RODLFO T. LOAIZA",,NULL,,"24.768373","-107.4292547","NORMAL","ASIGNADO","2017-01-20 13:03:11"
"41813","7","44","ciudadano solicita la limpieza de camellon (hojas y basura) esto por la calle dr luis de la torre desde la sagrada familia hasta la obregon col chapultepec","dr luis de la torre","71",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 13:11:08"
"41814","1","2","reporta tres lamparas apagadas: una en calle Paris 54 entre Barsovia y Estocolmo, y dos en el parque (area de cancha) ubuicado en el mismo domicilio de la Col. Villa Verde","paris","54",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 13:20:40"
"41815","2","6","LA CIUDADANA REPORTA QUE PASA EL RECOLECTOR Y NO LE RECOGE SU BASURA NADA MAS.","ARTICULO 127 ENTRE HILARIO MEDINA Y CRUZ MEDINA ( A ESPALDAS DEL COBAES)","000",NULL,,"24.768373","-107.4292547","NORMAL","ASIGNADO","2017-01-20 13:22:05"
"41816","1","2","ciudadana reporta 1 lampara apagada por la av las americas entre libra y escorpion col el mirador","av las americas","5516",NULL,,"24.8524309","-107.38511979999998","NORMAL","ASIGNADO","2017-01-20 13:23:28"
"41817","8","36","SE REPORTA  UN DOMICLIO QUIENES TIENEN UN ACUMULAMIENTO  DE PLÁSTICOS, LLANTAS, MOTORES FIERROS VIEJOS Y DE BASURA, OCASIONANDO MUCHOS ANIMALES (RATAS Y MOSCOS), E INCONFORMIDAD EN TODOS LOS VECINOS, POR LA CALLE FRANCISCO VILLA  ENTRE LAS CALLES ARANJUEZ Y GUERRERO, TIENE UN ANUNCIO DE LAVADO CASETA CUATRO, COL. EL CENTRO","FRANCISCO VILLA",,NULL,"80000","24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 13:36:58"
"41818","1","2","CIUDADANO REPORTA UNA LAMPARA APAGADA POR LA CALLE CERRADA DE LA LUNA Y LA CALZADA DE LA LUNA, COL. VILLA SATELITE.","CERRADA DE LA LUNA","3845",NULL,,"24.8050765","-107.35671639999998","NORMAL","ASIGNADO","2017-01-20 13:40:22"
"41819","1","2","ciudadana report 1 lampara apagada por la calle privada nardo num 3199 entre jose lopez portillo y 22 de diciembre col diez de mayo","privada nardo","3199",NULL,,"24.7782909","-107.38184760000001","NORMAL","ASIGNADO","2017-01-20 13:46:30"
"41820","8","36","SE REPORTA  UN VECINO QUIEN CONSTRUYO  UN TEJABAN EN EL AREA VERDE, OBSTRUYENDO LA PARTE DE PROPIEDADES DE LOS DOMICILIOS Y EL ÁREA VERDE E INCONFORMIDAD EN TODOS LOS DOMICILIOS YA QUE PIDEN SE RETIRE DE INMEDIATO DICHO TEJABAN, LA PERSONA SE LLAMA JUAN MANUEL RODRIGUEZ , QUIEN VIVE EN LA CALLE AND. LOMBARADO TOLEDANO # 3015, ENTRE LA CARRETERA INTERNACIONAL Y EL BLVD. ENRIQUE FELIX CASTRO, COL. INF. HUMAYA","AND. LOMBARADO TOLEDANO","3015",NULL,"80020","24.820342","-107.41859299999999","NORMAL","ASIGNADO","2017-01-20 13:50:58"
"41821","1","2","ciudadana reporta 2 lamparas apagadas por la calle mártires del rio blanco num 3140  entre blvd obrero mundial y emrique cabrera col infonavit humaya","mártires del rio","3140",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 13:54:22"
"41822","1","2","CIUDADANA REPORTA  CUATRO LAMPARAS APAGADAS POR LA CALLE BAMBU  ENTRE AMAPA Y EL BLVD. ELBERT, FRACC. URBIVILLA DEL CEDRO","BAMBU","3548-C",NULL,,"24.8330387","-107.39144199999998","NORMAL","ASIGNADO","2017-01-20 13:57:06"
"41823","1","2","ciudadana reporta 1 lampara apagada por la calle patriotismo y miguel de la madrit num poste 1026 ampliacion lazaro cardenaz","patriotismo","206",NULL,,"24.7675206","-107.41092470000001","NORMAL","ASIGNADO","2017-01-20 13:58:09"
"41824","2","6","LA CIUDADANA REPORTA QUE TIENE MAS DE UNA SEMANA QUE NO PASA EL CAMIÓN RECOLECTOR POR SU DOMICILIO.","ENRIQUE ROMERO O CALLEJÓN 13","20",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 14:13:33"
"41825","1","2","ciuddana reporta una lampara apagada por la calle eustaqui buena  y esconomistas, col. tierra blanca","eustaquio buelna","2184",NULL,,"24.8290017","-107.39444320000001","NORMAL","ASIGNADO","2017-01-20 14:15:35"
"41826","8","36","ciudadano reporta a vecino con pipa demaciado grande y pesada con desechos aceitosos los cuales contaminan el ambiente y ocacionan daños en el pavimento, por lo pesado de la unidad (unidad de trabajo) por la calle landas y san bernardino col capistrano",,,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-20 14:52:53"
"41827","9","39","se reporta unidad chatarra tipo sedan color blanco desmantelado totalmente, ocasionando acumulamiento de basura, plaga de animales y malvivientes, ubicado en av. marina nacional esq. con blvd. mezquitillo, en la col. 21 de marzo.","av. marina nacional",,NULL,"80280","24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 08:00:03"
"41828","1","2","ciudadano reporta una lampara apagada, ubicada en calle leona vicario entre las calles pimas y opatas, en la col. miguel de la madrid. nota: se hace mencion de reporte no.33622 del 18/08/2016 que hasta la fecha no ha sido atendido.","leona vicario","2470",NULL,"80295","24.8500886","-107.38938889999997","NORMAL","ASIGNADO","2017-01-23 08:16:15"
"41829","8","36","se reporta a una sra. quien no esta bien de sus facultades  mentales, y acumula basura en el domicilio, perjudicando el medio ambiente con  quema basura, lo cual es de gran peligro para los vecinos avienta piedras y quiebra los medidores de la comisión, e inconformidad en los mismos, por la calle luchuguilla # 4197, entre las calles blvd. agricultores y fray valbuena, nota: la dueña es  lourdes sotelo felix, quien vive en calle burogratas # 20,  la av. venustiano carranza y la calle cerrada, col. benito juarez. y el reporte es en el fracc. san benito.","lechuguilla","4197",NULL,"80246","24.7746041","-107.35204820000001","NORMAL","ASIGNADO","2017-01-23 09:12:47"
"41830","1","3","ciudadana reporta una lampara que prende y apaga y solicita se alinie y de enfoque a la misma, ubicada en calle islas molucas afuera del no.5512 entre las calles mar talisman y mar de coral, en el fracc. prados del sur.","islas molucas","5512",NULL,"80200","24.7551448","-107.37911329999997","NORMAL","ASIGNADO","2017-01-23 09:13:56"
"41831","1","2","ciudadana reporta dos lamparas una apagada y una prendida las 24 hrs., ubicadas en calle jade entre blvd. obrero mundial y blvd. salvador alvarado, en la col. villas del pedregal.","jade","1800",NULL,"80028","24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 09:29:45"
"41832","7","44","ciudadana solicita una poda de guamuchil de área verde, pues las ramas estan muy grandes y se meten a domicilio particuar por la narcisos y nardo enseguida del 6220 col bugambilias","narcisos","6220",NULL,,"24.7712279","-107.45281929999999","NORMAL","ASIGNADO","2017-01-23 09:29:55"
"41833","1","2","ciudadano reporta 1 lampara apagada por la calle ramón lopez velarde 3180 (frente a la entrada del panteon) col bachigualato","ramon lopez velarde","3180",NULL,,"24.7733025","-107.46095919999999","NORMAL","ASIGNADO","2017-01-23 09:41:46"
"41834","1","2","ciudadano reporta tres lamparas apagadas ubicadas frente al no.4277 de andador jose maria velasco entre las calles enrique gonzalez y andador peatonal, inf. barrancos ii.","andador jose maria velasco","4277",NULL,"80184","24.7489687","-107.4248255","NORMAL","ASIGNADO","2017-01-23 09:48:08"
"41835","1","2","CIUDADANO REPOERTA LAMPARA APAGA DAS DENTRO DEL PARQUE POR LA CALLE ACUEDUCTO DE MARCELLA , ACUEDUCTO DE LOS MILAGROS, Y CEMPOALA, FRACC. ACUEDUCTO DOS","ACUEDUCTO DE MARCELLA",,NULL,"80058","24.8169775","-107.44479690000003","NORMAL","ASIGNADO","2017-01-23 09:56:08"
"41836","6","30","ciudadana solicita la limpieza de lote baldío, por la calle hade num 3 y 4 entre salvador alvarado y obrero mundial (enseguida del num 1800) col villas del pedregal","hade","1800",NULL,,"24.8358595","-107.41451139999998","NORMAL","ASIGNADO","2017-01-23 09:58:15"
"41837","1","2","ciudadana reporta 2 lamparas apagadas por la calle 20 de noviembre num 2295 entre francisco mujica y maquio cloutier col libertad","20 de noviembre","2295",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 10:14:01"
"41838","1","2","ciudadana reporta dos lamparas apagadas en los postes no.17 y 18, ubicadas en blvd. juan m. zambada entre blvd. pedro infante y federalismo, en la col. las flores.","juan m. zambada","P-24",NULL,"80159","24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 10:19:16"
"41839","8","36","SE REPORTA UN NEGOCIO DE TACOS DE CARNE ASADA, TAQUERIA JUANITO, QUIEN TIENE MUSICA A TODOS VOLUMEN  DIARIAMENTE HASTA LAS DOS DE LA MAÑANA, LO CUAL ESTA OCASIONANDO INCONFORMIDAD EN TODOS LOS VECINOS, POR LA CALLE MANUELO PAINO ESQUINA  CON LA CALLE MISION SANTA INES, FRACC. CAPISTRANO","MANUEL PAINO",,NULL,"80194","24.8095115","-107.36443099999997","NORMAL","ASIGNADO","2017-01-23 10:25:02"
"41840","8","36","ciudadana reporta a su vecina por fuga en su muro de contención ya que produce mucha humedad y escurrimiento (cuando lava) esto por la calle sierra erendira num 1061 entre sierra madre oriental y calle cerrada frac san carlos (dicha fuga es vicible por la calle sierra tarahumara 1062 entre cierra madre oriental y guadalupe victoria frac san carlos)","sierra tarahumara","1062",NULL,,"24.7810771","-107.40399379999997","NORMAL","ASIGNADO","2017-01-23 10:34:20"
"41841","8","36","se reporta a persona que hace trabajos de mecanica en su domicilio, ya que hace derrames de aceite en la via publica obstruyendo tambien el paseo peatonal en banque con carros en reparacion, ubicado en calle rio del carmen entre las calles jesus teran y guillermo prieto en la col. los pinos.|","rio del carmen",,NULL,"80063","24.7900434","-107.4091932","NORMAL","ASIGNADO","2017-01-23 10:41:33"
"41842","8","36","se reporta al sr. manel zazueta que tiene 2 camionetas abandonadas una ford y una dodge  (hace 2 años) esto por la calle vicente lombardo toledano  y enrrique felix castro edificio 2629 col infonavit humaya",,,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 10:42:49"
"41843","1","2","ciudadano reporta sector apagado, ubicado en andador sierra pinos entre las calles cerro del hombre y cerro del toro, en la col. inf. cañadas.","andador sierra pinos","1049",NULL,"80179","24.7827108","-107.4005745","NORMAL","ASIGNADO","2017-01-23 10:45:22"
"41844","7","32","ciudadana solicita el mantenimiento de cesped y poda de arbol en area verde, ubicado en blvd. articulo 123 y priv. francisco miranda, en la col. fovissste chapultepec.","blvd. articulo 123","1",NULL,"80040","24.8204465","-107.38488460000002","NORMAL","ASIGNADO","2017-01-23 10:53:32"
"41845","1","2","CIUDADANA REPROTA UNA LAMPARA QUE PRENDE Y APAGA POR EL BLVD. SANTE FE  ENTRE LAS CALLES SANTA ROSA Y SAN PASCUAL, FRACC. SANTA FE","BLVD. SANTA FE","2468",NULL,"80029","24.8460419","-107.42427090000001","NORMAL","ASIGNADO","2017-01-23 10:57:15"
"41846","1","2","CIUDADANA REPORTA  UNA LAMPARA QUE PRENDE Y APAGA POR EL BLVD.SANTA FE ENTRE LAS CALLES SANTA ROSA Y SAN PASCUAL, FRACC. SANTA FE","BLVD. SANTA FE","2468",NULL,"80029","24.8460419","-107.42427090000001","NORMAL","ASIGNADO","2017-01-23 11:00:56"
"41847","1","2","ciudadana reporta 1 lampara apagada por la calle cleofas salomon esquina con calixto peña col 21 de marzo","cleofas","3214",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 11:02:24"
"41848","1","2","ciudadana reporta dos lamparas apagadas una afuera del no.5991 ubicada en calle angel del campo entre acamapistli y tlaloc, en el fracc. lomas de san isidro.","angel del campo","5991",NULL,"80197","24.7729692","-107.47387789999999","NORMAL","ASIGNADO","2017-01-23 11:05:19"
"41849","1","2","ciudadano reporta 1 lampara apagada por la calle pirita entre las lajas y pedregal col lomas de pedregal","calle pirita","3332",NULL,,"24.8388863","-107.38770269999998","NORMAL","ASIGNADO","2017-01-23 11:09:31"
"41850","1","2","CIUDADANA REPORTA DOS LAMPARAS APAGADAS POR LA CALLE GABRIEL ENTRE LAS CALLES PEDRO L. AVALA Y EMILIANO C. GARCIA, POSTE # 14714, COL. ADOLFO LOPEZ MATEOS","GABRIEL","4265",NULL,,"24.774227","-107.35624660000002","NORMAL","ASIGNADO","2017-01-23 11:17:12"
"41851","1","2","CIUDADANA REPORTA DOS LAMPARAS APAGADAS POR LA PRIV. DEL CLAVEL ENTRE  LAS CALLES FUENTES DE VERONA Y BELLAVISTA, LE FALTAN FOTOSELDAS,   FAVOR DE TIRAR VOLALDOS DE CABLES, POSTES # 24922 Y 24923,  FRACC. LOMAS DE SAN ISIDRO.","PRIV. DEL CLAVEL","24923",NULL,,"24.7242434","-107.45648089999997","NORMAL","ASIGNADO","2017-01-23 11:26:54"
"41852","8","36","se reporta centro de rehabilitacion los chavez ya que cuenta con letrina la cual derrama liquidos y desechos expulsados por bomba hacia camino que es transitado diariamente por vecinos ocasionando malos olores, mucha mosca, molestia, inconformidad y preocupacion por ser esto gran foco de infeccion, ubicado en el no.258 de blvd. emiliano zapata exactamente frente a kuroda, en la col. el palimito viejo.","blvd. emiliano zapata","258",NULL,"80160","24.7973884","-107.3968218","NORMAL","ASIGNADO","2017-01-23 11:45:20"
"41853","1","2","ciudadano reporta 1 lampara (prende y apaga en lapsos de 5 minutos rutinariamente)  por la calle cerrada isla del socorro entre isla de Guadalupe e sla del carmen col las quintas","calle cerrada isla del socorro","756",NULL,"80060","24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 11:50:10"
"41854","2","6","LA CIUDADANA SOLICITA QUE EL CAMIÓN RECOLECTOR TOQUE LA CAMPANA YA QUE NO SE DAN CUENTA CUANDO PASA Y A VARIOS VECINOS LES QUEDA LEJOS DONDE SE COLOCA LA BASURA.","JOSE C. VALADEZ (FRENTE AL CTIS)","2079",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 11:55:38"
"41855","2","6","LA CIUDADANA REPORTA QUE HACE MAS DE 4 DIAS NO PASA EL CAMION RECOLECTOR POR SU DOMICILIO, Y HAY MUCHA BASURA REGADA.","OBSIDIANA","000",NULL,,"24.839273","-107.41801420000002","NORMAL","ASIGNADO","2017-01-23 11:57:54"
"41856","7","33","ciudadana solicita el despeje de luminarias de parque deportivo, ubicadas en calle socrates y andador democrito, en la col. universitarios.","empirico","1637",NULL,"80013","24.8303682","-107.38035179999997","NORMAL","ASIGNADO","2017-01-23 11:58:30"
"41857","7","32","ciudadana solicita la limpieza general y poda de arboles de area verde, ubicada en calle shiller entre ipocrates y empiricos, en la col. universitarios.","empirico","1637",NULL,"80013","24.8303682","-107.38035179999997","NORMAL","ASIGNADO","2017-01-23 12:04:05"
"41858","1","2","CIUDADANO REPORTA UNA LAMPARA APAGADA  Y EL POSTE ESTA EN MUY MAL ESTADO, Y ES DE GRAN PELIGRO, POR LA CALLE RIO OMETEPEC, ENTRE LAS CALLES RIO CHURUBUSCO Y BAHIA DE OHUIRA,  FRENTE AL # 1723, COL. MORELOS","RIO OMETEPEC","961",NULL,"80170","24.7903793","-107.40275629999996","NORMAL","ASIGNADO","2017-01-23 12:07:08"
"41859","1","2","ciudadana reporta una lampara apagada, ubicada en calle dr. de la torre esq. con eustaquio buelna, en la col. gabriel leyva.","dr. de la torre ote.","98",NULL,"80030","24.8174069","-107.39804559999999","NORMAL","ASIGNADO","2017-01-23 12:15:25"
"41860","3","12","ciudadano solicita la limpieza de la camellon del blvd anaya casi esquina con pitagoras col villa universidad","pitagoras","516",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 12:36:07"
"41861","8","36","se reporta a persona ya que tiene carreta de tacos sin uso obstruyendo el paso peatonal en banqueta ocasionando molestia e inconformidad en vecinos por el constante peligro, ubicado en calle puerto peñasco esq. con puerto yavaros, en la col. vallado nuevo.","puerto peñasco",,NULL,"80105","24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 12:45:25"
"41862","8","36","se reporta a yonque que tiene carros viejos estacionados desde hace mucho tiempo, obstruyendo el paso al peaton, esto por la calle cisne esquina con blvd san angel col las coloradas",,,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 12:51:40"
"41863","1","2","ciudadana reporta sector apagado incluyendo los dos parques y gran parte del fracc. ubicado en calle ojo de agua entre las calles manantial y del estanque, en la col. acueducto 4.","ojo de agua","4976",NULL,"80058","24.820345","-107.443874","NORMAL","ASIGNADO","2017-01-23 13:01:12"
"41864","1","2","CIUDADANA REPORTA UNA LAMPARA APAGADA POR LA CALLE ENRIQUE RECIO ESQUINA CON LA CALLE PASTOR ROUAIX, POSTE # 133, COL. AQUILES SRDAN.","ENRIQUE RECIO","133",NULL,"80190","24.7705177","-107.41294519999997","NORMAL","ASIGNADO","2017-01-23 13:03:28"
"41865","1","2","ciudadano reporta sector apagado (con 22 lamparas apagadas) por la calle del bosque entre paseo de los pinos y calle senda frac hacienda arboledas","del bosque","826",NULL,,"24.8607578","-107.38553150000001","NORMAL","ASIGNADO","2017-01-23 13:04:09"
"41866","3","14","ciudadano solicita bacheo por la calle del bosque entre paseo de los pinos y calle senda frac arboledas","del bosque","826",NULL,,"24.8607578","-107.38553150000001","NORMAL","ASIGNADO","2017-01-23 13:07:37"
"41867","1","2","ciudadano reporta cuatro lamparas apagadas ubicadas en calle mario camelo entre las calles francisco marquez y eustaquio buelna, en la col. chapultepec.","mario camelo","104",NULL,"80040","24.8185159","-107.39463669999998","NORMAL","ASIGNADO","2017-01-23 13:07:44"
"41868","1","2","ciudadana reporta 2 lamparas apagadas por la calle reinaldo gonzales entre la calle martiniano carbajal y eustaquio buelna (esquina) col tierra blanca","reynaldo gonzales","90",NULL,,"24.8218433","-107.3977734","NORMAL","ASIGNADO","2017-01-23 13:13:44"
"41869","1","2","ciudadano reporta 1 lampara que prende y apaga por la calle de las higueras y calle nardos col bugambilias","nardo","6676",NULL,,"24.7773191","-107.38677869999998","NORMAL","ASIGNADO","2017-01-23 13:18:42"
"41870","8","36","SE REPORTAN DOMICILIOS DE DONDE ESTÁN DERRAMANDO LÍQUIDOS DE LAS FOSAS SÉPTICAS, LO CUAL ESATA OCASIONANDO UN FOCO DE  INFECCIÓN Y MAL OLOR INSOPORTABLE E INCONFORMIDAD EN TODOS LOS VECINOS, POR LA CALLE ABEDULES Y LA  CALLES PRIMERA A ESPALADAS DEL TEMPLO MANZANA 41 COL. LAS COLORADAS","ABEDULES","POSTE DOS",NULL,"80246","24.7804172","-107.34754750000002","NORMAL","ASIGNADO","2017-01-23 13:20:32"
"41871","1","2","ciudadana reporta 1 lampara apagada por la calle josefina chan y ortencia caba col juan de Dios Batis","luz maria lopez","865",NULL,,"24.8434052","-107.38676680000003","NORMAL","ASIGNADO","2017-01-23 13:22:50"
"41872","3","14","CIUDADANO REPORTA VARIOS BACHES POR LA CALLE ROSALES ENTRE LAS CALLES PALIZA  Y RAMON CORONA, COL. CENTRO","ROSALES","276 OTE.",NULL,"80000","24.8314712","-107.39006840000002","NORMAL","ASIGNADO","2017-01-23 13:35:17"
"41873","8","36","se reporta construccion en proceso ya que tiene material en la via publica, ocasionando molestia e inconformidad en transeuntes y vecinos, ubicado en calle cerrada sierra morena y av. los peninos, en el fracc. villa bonita.","cerrada sierra morena",,NULL,"80199","24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 13:35:24"
"41874","1","2","ciudadana reporta sector apagado aproximadamente con 18 lamparas normales y 1 lampara grande en cancha por la calle principal comunidad de tomo sindicatura de imala","tachinolpa","poste 18",NULL,,"24.9849999","-107.19666660000001","NORMAL","ASIGNADO","2017-01-23 13:35:36"
"41875","1","2","ciudadano reporta 4 lampara apagada por la calle marmol entre blvrd constelaciones y circulo del sol frac jardines del pedregal","marmol","3002",NULL,,"24.7986702","-107.33452449999999","NORMAL","ASIGNADO","2017-01-23 13:49:24"
"41876","8","35","se reporta una obra en construccion quienes tienen material de construccion en la via publica, obstgruyendo el paso peatonal y vehicular, e inconformidad en todos los vecinos, por la calle valle de los andes # 2701 esquina con la calle parana, fracc. la rioja","valle de los andes","2701",NULL,,"24.8050423","-107.4662581","NORMAL","ASIGNADO","2017-01-23 14:04:14"
"41877","1","2","ciudadana reporta una lampara apagada por la calle jose maria yañez, poste # 14464, entre las calles joaquin sanchez roman y franciscos tolentino, col. 21 de marzo.","jose maria yañez","3635",NULL,,"24.7854031","-107.3581997","NORMAL","ASIGNADO","2017-01-23 14:09:59"
"41878","1","2","reporta dos lamparas apagadas en calle Romulo Diaz de la Vega 536 esquina con Francisco del Oro. otra lampara apagada en  Francisco Lombardini esquina con Francisco del Oro, Col. Francisco I. Madero.","Romulo Diaz de la Vega","536",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 14:46:14"
"41879","1","2","dos lamparas pagadas en estacionamiento ubicado en  calle Paseo Compositores 4475 entre Benjamin Hill y Dunas, Barrancos I.","Paseo Compositores","4475",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-23 14:49:20"
"41880","8","36","se reporta a persona que instalo carpa con venta de discos en area de parquesito, ocasionando molestia e inconformidad en transeuntes y vecinos, ubicado en blvd. virreyes y nicolas bravo en la col. inf. cañadas.","blvd. virreyes",,NULL,"80179","24.7832884","-107.40092950000002","NORMAL","ASIGNADO","2017-01-23 14:59:21"
"41881","8","35","se reporta construccion en proceso, ubicada en av. alberto terrones esq. con antonio basurto, en la col. pemex.","av. alberto terrones",,NULL,"80180","24.7677647","-107.40982880000001","NORMAL","ASIGNADO","2017-01-24 09:27:53"
"41882","1","2","ciudadana reporta 1 lampara apagada por la calle plan de tuxtepec entre jose luis de la mora y juan de la cabada col 5 de febrero","plan de tuxtepec","5813",NULL,,"24.7912788","-107.34736609999999","NORMAL","ASIGNADO","2017-01-24 09:27:54"
"41883","8","36","se reporta al kinder de nombre jean piaget, quien tiene un acumulamiento de basura de hojas de los arboles, lo cual cuando hace aire se van a la casa de los vecinos ocasionansdo inconformidad en todos los vecinos por la calle homero esquina con la calle galileo, col. villa universidad","homero",,NULL,"80010","24.8341703","-107.38705370000002","NORMAL","ASIGNADO","2017-01-24 09:41:44"
"41884","1","2","ciudadano reporta 1 lampara apagada por la calle mar mediterráneo num 5388 entre leo y virgo col el mirador","mar mediterraneo","5388",NULL,,"24.8510177","-107.38387290000003","NORMAL","ASIGNADO","2017-01-24 09:43:43"
"41885","1","2","ciudadana reporta una lampara apagada ubicada en calle ebano esq. con datil, en la col. bosques del humaya.","ebano",,NULL,"80025","24.806632","-107.394393","NORMAL","ASIGNADO","2017-01-24 10:33:28"
"41886","8","36","se reporta un negocio de nombre punto de impresión, quien tiene publicidad en la vía publica obstruyendo el paso peatonal y parte del vehicular e inconformidad en todos los vecinos, por el blvd. universitarios entre las calle heraclito y democrito, col. universitarios.","blvd. universitarios",,NULL,"80010","24.8308835","-107.38754080000001","NORMAL","ASIGNADO","2017-01-24 10:48:52"
